Date,Video ID,Title,Channel,Talents,Published,View Count,Is Cover,Thumbnail
07/02/2022,IxT1xa3YGio,【Cover】クリスマスソング / RIZnote【奏手イヅル/律可】,Izuru Ch. 奏手イヅル,イヅル 律可,21/12/2020,170786,cover,https://i.ytimg.com/vi/IxT1xa3YGio/default.jpg
07/02/2022,swuds0FeoI4,Hacha-Mecha ミラクル,Akua Minato - Topic,あくあ スバル ぺこら,17/12/2020,1099909,original,https://i.ytimg.com/vi/swuds0FeoI4/default.jpg
07/02/2022,M7bRLFkcdiE,【歌ってみた】君に届け【Covered by 岸堂天真/ホロスターズ】,Temma Ch. 岸堂天真,天真,14/12/2020,81367,cover,https://i.ytimg.com/vi/M7bRLFkcdiE/default.jpg
07/02/2022,SoSuMVviNaU,おこちゃま戦争／Covered by紫咲シオン＆湊あくあ【歌ってみた/4K】,Shion Ch. 紫咲シオン,あくあ シオン,08/12/2020,2219953,cover,https://i.ytimg.com/vi/SoSuMVviNaU/default.jpg
07/02/2022,hAO1z4mh3oY,Kiss me! Choose me!,Marin Hosyo - Topic,AZKi,08/12/2020,246181,original,https://i.ytimg.com/vi/hAO1z4mh3oY/default.jpg
07/02/2022,KSmUfu7X5uo,Kiss me! Choose me!,Miko Sakura - Topic,,08/12/2020,28328,original,https://i.ytimg.com/vi/KSmUfu7X5uo/default.jpg
07/02/2022,hYg9PoM4vt8,Kiss me! Choose me!,Marin Hosyo - Topic,,08/12/2020,28752,original,https://i.ytimg.com/vi/hYg9PoM4vt8/default.jpg
07/02/2022,SCHvgxnDIqM,allegretto ～そらときみ～ (cover),Miko Sakura - Topic,そら,08/12/2020,40206,cover,https://i.ytimg.com/vi/SCHvgxnDIqM/default.jpg
07/02/2022,AqC4RE2JhhA,Leaf ticket (cover),AZKi - Topic,AZKi,08/12/2020,33410,cover,https://i.ytimg.com/vi/AqC4RE2JhhA/default.jpg
07/02/2022,4fdkKR5OzUg,さくらんぼキッス ～爆発だもーん～ (cover),Marin Hosyo - Topic,,08/12/2020,125229,cover,https://i.ytimg.com/vi/4fdkKR5OzUg/default.jpg
07/02/2022,Fhq8GIHxMHA,as × sist ～甘えベタな私なりに～ (cover),Miko Sakura - Topic,,08/12/2020,29885,cover,https://i.ytimg.com/vi/Fhq8GIHxMHA/default.jpg
07/02/2022,NK-JW5JcvLs,Cream+Mint (cover),AZKi - Topic,AZKi,08/12/2020,23092,cover,https://i.ytimg.com/vi/NK-JW5JcvLs/default.jpg
07/02/2022,nna52QFodo4,Kiss me! Choose me!,AZKi - Topic,AZKi,08/12/2020,32961,original,https://i.ytimg.com/vi/nna52QFodo4/default.jpg
07/02/2022,L7MvA9i7byQ,恋愛サーキュレーション-  Renai Circulation-／角巻わため(Cover),Watame Ch. 角巻わため,わため,07/12/2020,697878,cover,https://i.ytimg.com/vi/L7MvA9i7byQ/default.jpg
07/02/2022,nRCytQ4gtOg,"『歌ってみた』One more time,One more chance / アステル(Astel Leda)",astel ch.アステル,アステル,07/12/2020,365321,cover,https://i.ytimg.com/vi/nRCytQ4gtOg/default.jpg
07/02/2022,onhGlvuvl0U,【Original Song】Gate Open: START! - Pavolia Reine (short ver.),Pavolia Reine Ch. hololive-ID,Reine,06/12/2020,585394,original,https://i.ytimg.com/vi/onhGlvuvl0U/default.jpg
07/02/2022,mB2hfFe3geg,"John Denver - Take Me Home, Country Roads (Cover by Akaihaato)",HAACHAMA Ch 赤井はあと,,05/12/2020,442921,cover,https://i.ytimg.com/vi/mB2hfFe3geg/default.jpg
07/02/2022,3y5-Fl2ExIA,【ローゼンメイデン】聖少女領域/coverd Aki Rosenthal【歌ってみた/4K】,アキロゼCh。Vtuber/ホロライブ所属,アキ ルイ,04/12/2020,200731,cover,https://i.ytimg.com/vi/3y5-Fl2ExIA/default.jpg
07/02/2022,S3UOnkcbxjY,【胸キュンしながら】気まぐれロマンティック（cover)【歌ってみた/ときのそら】,SoraCh. ときのそらチャンネル,そら,02/12/2020,944326,cover,https://i.ytimg.com/vi/S3UOnkcbxjY/default.jpg
07/02/2022,6Ks5SWfk-eI,発光体ソーラーサイクル / AZKi 【2nd ALBUM 収録曲】,AZKi Channel,AZKi,01/12/2020,84137,original,https://i.ytimg.com/vi/6Ks5SWfk-eI/default.jpg
07/02/2022,6bnaBnd4kyU,【original】#あくあ色ぱれっと【ホロライブ/湊あくあ】,Aqua Ch. 湊あくあ,あくあ,01/12/2020,4892392,original,https://i.ytimg.com/vi/6bnaBnd4kyU/default.jpg
07/02/2022,eDfMDkgheQY,HINOTORI - Takanashi Kiara (Official Music Video),Takanashi Kiara Ch. hololive-EN,Kiara,26/11/2020,3324128,original,https://i.ytimg.com/vi/eDfMDkgheQY/default.jpg
07/02/2022,0XW7d83XI_s,【ON STAGE!収録】ブルーベリームーン(Short ver.)MV【ときのそらオリジナル楽曲】,SoraCh. ときのそらチャンネル,そら,23/11/2020,112647,original,https://i.ytimg.com/vi/0XW7d83XI_s/default.jpg
07/02/2022,NvOHijJqups,Ievan Polkka　ロイちゃま,HAACHAMA Ch 赤井はあと,,20/11/2020,1330738,original,https://i.ytimg.com/vi/NvOHijJqups/default.jpg
07/02/2022,uRB1G0cKpIk,【#ホロWACCA】『ぺこみこ大戦争！！』フルMV【さくらみこ/兎田ぺこら ホロライブ】,hololive ホロライブ - VTuber Group,みこ ぺこら,16/11/2020,7968878,original,https://i.ytimg.com/vi/uRB1G0cKpIk/default.jpg
07/02/2022,Jq4cvbPt3Gk,【バンド演奏】sailing day / BUMP OF CHICKEN 『Covered by 律可』#VTuberバンド企画,Rikka ch.律可,律可,16/11/2020,36123,cover,https://i.ytimg.com/vi/Jq4cvbPt3Gk/default.jpg
07/02/2022,OXAkx5_A9rE,KING／Covered by紫咲シオン【歌ってみた】,Shion Ch. 紫咲シオン,シオン,15/11/2020,6751210,cover,https://i.ytimg.com/vi/OXAkx5_A9rE/default.jpg
07/02/2022,wHMZW_VkBjo,in this world / AZKi 【2nd ALBUM 収録曲】,AZKi Channel,AZKi,15/11/2020,93592,original,https://i.ytimg.com/vi/wHMZW_VkBjo/default.jpg
07/02/2022,PYzTq7YEPBI,【COVER】KING - Kanaria【Ayunda Risu】,Ayunda Risu Ch. hololive-ID,Risu,10/11/2020,4854894,cover,https://i.ytimg.com/vi/PYzTq7YEPBI/default.jpg
07/02/2022,GQKR0APNFKs,【COVER】FIRE BIRD / Roselia【Moona Hoshinova】,Moona Hoshinova hololive-ID,Moona,10/11/2020,551535,cover,https://i.ytimg.com/vi/GQKR0APNFKs/default.jpg
07/02/2022,2o_H09MdT94,百鬼祭/常闇トワ(cover),Towa Ch. 常闇トワ,トワ,07/11/2020,2925187,cover,https://i.ytimg.com/vi/2o_H09MdT94/default.jpg
07/02/2022,4t1QBusdAwk,【ドMホイホイ】タイトルなんて自分で考えなさいな【Cover/#アキ・ローゼンタール】,アキロゼCh。Vtuber/ホロライブ所属,アキ,03/11/2020,81198,cover,https://i.ytimg.com/vi/4t1QBusdAwk/default.jpg
07/02/2022,yk51RdzaMUE,月陽-ツキアカリ-／星街すいせい＆天音かなた(Cover),Kanata Ch. 天音かなた,すいせい かなた,01/11/2020,1808541,cover,https://i.ytimg.com/vi/yk51RdzaMUE/default.jpg
07/02/2022,6qESBvBUqus,SoundHorizon「朝までハロウィン」(Cover)/ 角巻わため ×白上フブキ ×不知火フレア【#バカタレ共】,フブキCh。白上フブキ,フブキ フレア わため,01/11/2020,335716,cover,https://i.ytimg.com/vi/6qESBvBUqus/default.jpg
07/02/2022,VYu3PvRPZR8,[ORIGINAL SONG]  Cursed Night - Calliope Mori,Mori Calliope Ch. hololive-EN,Calliope,01/11/2020,4019276,original,https://i.ytimg.com/vi/VYu3PvRPZR8/default.jpg
07/02/2022,CrbMV64PmPU,【ホロライブ】さぷらいずぱらだいす！【どっきりラビリンス】,Polka Ch. 尾丸ポルカ,はあと ねね ポルカ,31/10/2020,261675,original,https://i.ytimg.com/vi/CrbMV64PmPU/default.jpg
07/02/2022,vhmFj1owmuk,Valkyrie「今宵月の館にて」 / 戌亥とこ × 星街すいせい(Cover),Suisei Channel,すいせい,31/10/2020,5317491,cover,https://i.ytimg.com/vi/vhmFj1owmuk/default.jpg
07/02/2022,Rpl2x8c5ZoU,【アカペラ】小さな恋のうた:1Chorus【白上フブキ/ホロライブ】,フブキCh。白上フブキ,フブキ,31/10/2020,368558,original,https://i.ytimg.com/vi/Rpl2x8c5ZoU/default.jpg
07/02/2022,t1yXDcuwzpY,【オリジナルハロウィン曲】『今宵はHalloween Night!』ショートMV【夜空メル/紫咲シオン/癒月ちょこ/潤羽るしあ ホロライブ】,hololive ホロライブ - VTuber Group,メル ちょこ シオン るしあ,31/10/2020,1202066,original,https://i.ytimg.com/vi/t1yXDcuwzpY/default.jpg
07/02/2022,ue7mFSgBAH0,【#あんぽんたん姉妹】Crazy Party Night ～ぱんぷきんの逆襲～【歌ってみた】,Roboco Ch. - ロボ子,ロボ子 祭り アキ ルーナ,31/10/2020,202400,cover,https://i.ytimg.com/vi/ue7mFSgBAH0/default.jpg
07/02/2022,d1nkcGgi0S8,第六感 - THE SIXTH SENSE  Acoustic Guitar cover,Izuru Ch. 奏手イヅル,イヅル,30/10/2020,86107,cover,https://i.ytimg.com/vi/d1nkcGgi0S8/default.jpg
07/02/2022,YiQq1dHlKCo,【アイキス２ED曲】allegretto-そらときみ-【Vo.さくらみこ】,せーふく部ちゃんねる【アイキスシリーズ公式】,そら みこ,30/10/2020,61288,original,https://i.ytimg.com/vi/YiQq1dHlKCo/default.jpg
07/02/2022,CZGFm-O5IOU,Minato Aqua - For The Win 【湊あくあ/オリジナル曲】,Aqua Ch. 湊あくあ,あくあ,26/10/2020,2410451,original,https://i.ytimg.com/vi/CZGFm-O5IOU/default.jpg
07/02/2022,JoDcaZASa8M,Saint Snow「Believe Again」/ 星街すいせい×夏色まつり(Live-edition),Suisei Channel,すいせい,25/10/2020,427021,original,https://i.ytimg.com/vi/JoDcaZASa8M/default.jpg
07/02/2022,uNinCsRhVgU,今宵はHalloween Night!,hololive IDOL PROJECT - Topic,,22/10/2020,3284941,original,https://i.ytimg.com/vi/uNinCsRhVgU/default.jpg
07/02/2022,Ehm_A0pYQEM,LiSA『紅蓮華』 / 星街すいせい(Live-edition),Suisei Channel,すいせい,22/10/2020,383766,original,https://i.ytimg.com/vi/Ehm_A0pYQEM/default.jpg
07/02/2022,Bqj5DsHNJpE,空祭り,TOKINOSORA - Topic,祭り,20/10/2020,69995,original,https://i.ytimg.com/vi/Bqj5DsHNJpE/default.jpg
07/02/2022,Mxysqo6Tbks,マイオドレ！舞舞タイム,Kinoshita - Topic,,20/10/2020,60563,original,https://i.ytimg.com/vi/Mxysqo6Tbks/default.jpg
07/02/2022,A3173J48AbA,Step and Go!!,TOKINOSORA - Topic,,20/10/2020,297982,original,https://i.ytimg.com/vi/A3173J48AbA/default.jpg
07/02/2022,JC_FYkbUbAE,青空のシンフォニー,TOKINOSORA - Topic,,20/10/2020,99643,original,https://i.ytimg.com/vi/JC_FYkbUbAE/default.jpg
07/02/2022,G5Y4lDRHDrc,ブルーベリームーン,TOKINOSORA - Topic,,20/10/2020,83730,original,https://i.ytimg.com/vi/G5Y4lDRHDrc/default.jpg
07/02/2022,G5Y4lDRHDrc,ブルーベリームーン,TOKINOSORA - Topic,,20/10/2020,83730,original,https://i.ytimg.com/vi/G5Y4lDRHDrc/default.jpg
07/02/2022,DoecM99tPxw,リア/リモシンパサイザー,TOKINOSORA - Topic,,20/10/2020,54117,original,https://i.ytimg.com/vi/DoecM99tPxw/default.jpg
07/02/2022,Bhl2ZJ58LFY,ぐるぐる・ラブストーリー,TOKINOSORA - Topic,,20/10/2020,28391,original,https://i.ytimg.com/vi/Bhl2ZJ58LFY/default.jpg
07/02/2022,IRl9SreAhG4,Chu-Chu-Lu,TOKINOSORA - Topic,,20/10/2020,128905,original,https://i.ytimg.com/vi/IRl9SreAhG4/default.jpg
07/02/2022,Pw6X2mocMRQ,月曜日の憂鬱 / 夏色まつり cover,Matsuri Channel 夏色まつり,,18/10/2020,438894,cover,https://i.ytimg.com/vi/Pw6X2mocMRQ/default.jpg
07/02/2022,IpO7fxGw5V8,「風吹けば恋」short ver. -IMAGINATION vol.3 収録-,Matsuri Channel 夏色まつり,,17/10/2020,75599,original,https://i.ytimg.com/vi/IpO7fxGw5V8/default.jpg
07/02/2022,oUNbANUihwc,【piano arrange】 Uru「あなたがいることで」テセウスの船 主題歌  / Covered by 律可×波羅ノ鬼,Rikka ch.律可,律可,16/10/2020,82401,cover,https://i.ytimg.com/vi/oUNbANUihwc/default.jpg
07/02/2022,6EXysoJRuxc,【アイキス２ED曲】Cream+Mint【Vo.AZKi】,せーふく部ちゃんねる【アイキスシリーズ公式】,AZKi,16/10/2020,18172,original,https://i.ytimg.com/vi/6EXysoJRuxc/default.jpg
07/02/2022,OG6yRuj3KkY,【ON STAGE!収録】Step and Go!!(Short ver.)MV【ときのそらオリジナル楽曲】,SoraCh. ときのそらチャンネル,そら,15/10/2020,301971,original,https://i.ytimg.com/vi/OG6yRuj3KkY/default.jpg
07/02/2022,1rgkCnKggTc,【Cover】帝国少女-Imperial Girl / 奏手イヅル(Kanade Izuru),Izuru Ch. 奏手イヅル,イヅル,15/10/2020,371457,cover,https://i.ytimg.com/vi/1rgkCnKggTc/default.jpg
07/02/2022,vpViBoIVrk0,Shiny Smily Story - hololive Indonesia (Cover),hololive Indonesia,Risu Moona Iofi,13/10/2020,302658,cover,https://i.ytimg.com/vi/vpViBoIVrk0/default.jpg
07/02/2022,lh5UqNxEbhs,【IOFI x POCHI-MARU】 Happy Synthesizer / ハッピーシンセサイザ COVER【＃いおぽち】,Airani Iofifteen Channel hololive-ID,Iofi,12/10/2020,234446,cover,https://i.ytimg.com/vi/lh5UqNxEbhs/default.jpg
07/02/2022,MSX8QbJR0eQ,気まぐれメルシィKimagure Mercy/アキ・ローゼンタール【歌ってみた】,アキロゼCh。Vtuber/ホロライブ所属,メル アキ,11/10/2020,131828,cover,https://i.ytimg.com/vi/MSX8QbJR0eQ/default.jpg
07/02/2022,3QJD9iekpDQ,【日清カレーメシコラボ楽曲】「カレーメシ・イン・ミラクル」リリックビデオ【#ホロライブカレーメシWEEK】,hololive ホロライブ - VTuber Group,あくあ スバル ぺこら,11/10/2020,3120795,original,https://i.ytimg.com/vi/3QJD9iekpDQ/default.jpg
07/02/2022,JonQ09L2N0U,ワタシノテンシ / 夏色まつり cover【オリジナルPV】,Matsuri Channel 夏色まつり,ルーナ,09/10/2020,433174,cover,https://i.ytimg.com/vi/JonQ09L2N0U/default.jpg
07/02/2022,Xn2hOjDOZ0g,【椎名もた】Q  / AZKi【歌ってみた】,AZKi Channel,AZKi,08/10/2020,177426,cover,https://i.ytimg.com/vi/Xn2hOjDOZ0g/default.jpg
07/02/2022,LaOo9OxKxPc,【アイキス２ED曲】as×sist ~甘えベタな私なりに~【Vo.さくらみこ】,せーふく部ちゃんねる【アイキスシリーズ公式】,みこ,02/10/2020,82032,original,https://i.ytimg.com/vi/LaOo9OxKxPc/default.jpg
07/02/2022,qgeuRSawFaw,ボンバーキングのテーマ/戌神ころね(cover),Korone Ch. 戌神ころね,ころね,01/10/2020,823640,cover,https://i.ytimg.com/vi/qgeuRSawFaw/default.jpg
07/02/2022,PNA-sTiC0Ds,ふわふわ時間 / 猫又おかゆ (Cover),Okayu Ch. 猫又おかゆ,おかゆ,01/10/2020,1900598,cover,https://i.ytimg.com/vi/PNA-sTiC0Ds/default.jpg
07/02/2022,6262sH3SrIU,"【SorAZ Special Live】紅藍クロニクル / SorAZ (ときのそら,AZKi)【#劇場版SorAZ】",AZKi Channel,そら AZKi,29/09/2020,100826,original,https://i.ytimg.com/vi/6262sH3SrIU/default.jpg
07/02/2022,wZHodOVE0sc,【爽やかに】ただ君に晴れ（Cover）【歌ってみた/ときのそら】,SoraCh. ときのそらチャンネル,そら,27/09/2020,620091,cover,https://i.ytimg.com/vi/wZHodOVE0sc/default.jpg
07/02/2022,1UId-1TnC4U,【歌ってみた】KING - Kanaria / covered by 影山シエン,Shien Ch.影山シエン,シエン,27/09/2020,868343,cover,https://i.ytimg.com/vi/1UId-1TnC4U/default.jpg
07/02/2022,0OtNQEpSeIA,チューリングラブ /Cover 湊あくあ/猫又おかゆ【ホロライブ】,Aqua Ch. 湊あくあ,おかゆ あくあ,27/09/2020,5592550,cover,https://i.ytimg.com/vi/0OtNQEpSeIA/default.jpg
07/02/2022,akFLlRmmIpw,【ふたりだけの歌よ】紅藍クロニクル / SorAZ【AZKi ときのそら】,AZKi Channel,そら AZKi,22/09/2020,183392,original,https://i.ytimg.com/vi/akFLlRmmIpw/default.jpg
07/02/2022,BmHBJg7_4jE,三月のパンタシア-コラージュ『 衛宮さんちの今日のごはんED』Hololive/アキ・ローゼンタール(Cover),アキロゼCh。Vtuber/ホロライブ所属,アキ,20/09/2020,415772,cover,https://i.ytimg.com/vi/BmHBJg7_4jE/default.jpg
07/02/2022,YcfZziSg0cg,三つ葉の結びめ／AZKi & 天音かなた(Cover),Kanata Ch. 天音かなた,AZKi かなた,19/09/2020,624650,cover,https://i.ytimg.com/vi/YcfZziSg0cg/default.jpg
07/02/2022,fY1CQ5kSRxY,小悪魔的に『 KING 』歌ってみた/ covered by ロボ子さん,Roboco Ch. - ロボ子,ロボ子,19/09/2020,2344824,cover,https://i.ytimg.com/vi/fY1CQ5kSRxY/default.jpg
07/02/2022,M1U9STMqoy8,【アイキス２ED曲】Leaf ticket【Vo.AZKi】,せーふく部ちゃんねる【アイキスシリーズ公式】,AZKi,18/09/2020,25431,original,https://i.ytimg.com/vi/M1U9STMqoy8/default.jpg
07/02/2022,h-LOlueKCtk,[Original Song] Live Again - Calliope Mori #holoMyth #hololiveEnglish,Mori Calliope Ch. hololive-EN,Calliope,16/09/2020,10228653,original,https://i.ytimg.com/vi/h-LOlueKCtk/default.jpg
07/02/2022,-wV0AH0u8ik,楓 / スピッツ (Covered by 夏色まつり&律可),Matsuri Channel 夏色まつり,律可,15/09/2020,889797,cover,https://i.ytimg.com/vi/-wV0AH0u8ik/default.jpg
07/02/2022,6ydgEipkUEU,[Original Rap] DEAD BEATS - Calliope Mori #holoMyth #hololiveEnglish,Mori Calliope Ch. hololive-EN,Calliope,15/09/2020,12776711,original,https://i.ytimg.com/vi/6ydgEipkUEU/default.jpg
07/02/2022,vz7JIBvAFqM,[Original Rap] ReaperかRapper? 自己紹介ラップ - Calliope Mori #holoMyth #hololiveEnglish,Mori Calliope Ch. hololive-EN,Calliope,14/09/2020,2974936,original,https://i.ytimg.com/vi/vz7JIBvAFqM/default.jpg
07/02/2022,COTlkuHohm0,【キメキメで】アンヘル【歌ってみた/ときのそら】,SoraCh. ときのそらチャンネル,そら,13/09/2020,250706,cover,https://i.ytimg.com/vi/COTlkuHohm0/default.jpg
07/02/2022,5y3xh8gs24c,"[ORIGINAL SONG]  失礼しますが、RIP♡ || “Excuse My Rudeness, But Could You Please RIP?” - Calliope Mori",Mori Calliope Ch. hololive-EN,Calliope,12/09/2020,28633267,original,https://i.ytimg.com/vi/5y3xh8gs24c/default.jpg
07/02/2022,HbfVsscUMaU,【東方Vocal/アニメPV】人間が大好きなこわれた妖怪の唄【ホロライブ/宝鐘マリン】,Marine Ch. 宝鐘マリン,マリン,11/09/2020,431344,original,https://i.ytimg.com/vi/HbfVsscUMaU/default.jpg
07/02/2022,6f-hghYUosk,【歌ってみた】可愛くなりたい【花岸(岸堂天真 花咲みやび)/ホロスターズ】,Temma Ch. 岸堂天真,みやび 天真,10/09/2020,110889,cover,https://i.ytimg.com/vi/6f-hghYUosk/default.jpg
07/02/2022,daAc1qj5DDY,【DECO*27 】乙女解剖 / AZKi【歌ってみた】,AZKi Channel,AZKi,10/09/2020,137056,cover,https://i.ytimg.com/vi/daAc1qj5DDY/default.jpg
07/02/2022,ITPpK7GXoEc,マイオドレ！舞舞タイム 【ときのそら＆さくらみこ×maimai でらっくす Splash 】MV,SoraCh. ときのそらチャンネル,そら みこ,08/09/2020,329968,original,https://i.ytimg.com/vi/ITPpK7GXoEc/default.jpg
07/02/2022,TyILqS4nF3M,chocolate box／角巻わため×天音かなた(Cover),Watame Ch. 角巻わため,かなた わため,05/09/2020,771921,cover,https://i.ytimg.com/vi/TyILqS4nF3M/default.jpg
07/02/2022,oWm6PV3CqCA,【アイキス２ED曲】さくらんぼキッス ～爆発だも〜ん～【Vo.宝鐘マリン】,せーふく部ちゃんねる【アイキスシリーズ公式】,マリン,04/09/2020,229955,original,https://i.ytimg.com/vi/oWm6PV3CqCA/default.jpg
07/02/2022,UBSx4qqeikY,【歌ってみた】花に亡霊 / ヨルシカ【潤羽るしあcover】,Rushia Ch. 潤羽るしあ,るしあ,31/08/2020,7274078,cover,https://i.ytimg.com/vi/UBSx4qqeikY/default.jpg
07/02/2022,WKmzvtEv9Wc,【SorAZの】東京サマーセッション ときのそら & AZKi【夏の思い出】,AZKi Channel,そら AZKi,30/08/2020,156927,original,https://i.ytimg.com/vi/WKmzvtEv9Wc/default.jpg
07/02/2022,p6UR4l-yMsc,わためラップ Loud ver. 🎸【角巻わため/ホロライブ４期生】,Watame Ch. 角巻わため,わため,28/08/2020,314690,original,https://i.ytimg.com/vi/p6UR4l-yMsc/default.jpg
07/02/2022,4muYzftomAE,flos / 猫又おかゆ (Cover),Okayu Ch. 猫又おかゆ,おかゆ,28/08/2020,9936547,cover,https://i.ytimg.com/vi/4muYzftomAE/default.jpg
07/02/2022,xGihoycGivE,#あくあ色ぱれっと,Akua Minato - Topic,あくあ,28/08/2020,3059670,original,https://i.ytimg.com/vi/xGihoycGivE/default.jpg
07/02/2022,k12oVF-o528,【公式OP】「アイキス２」OPムービー【Vo.さくらみこ、宝鐘マリン、AZKi】,せーふく部ちゃんねる【アイキスシリーズ公式】,みこ AZKi マリン,26/08/2020,344278,original,https://i.ytimg.com/vi/k12oVF-o528/default.jpg
07/02/2022,x1_OmuQLRYU,【しっとりと】ダイアモンドクレバス/Diamond Crevasse(cover)【歌ってみた/ときのそら】,SoraCh. ときのそらチャンネル,そら,26/08/2020,511955,cover,https://i.ytimg.com/vi/x1_OmuQLRYU/default.jpg
07/02/2022,OzXPlX9KgJk,ブリキノダンス / 日向電工『covered by 律可』,Rikka ch.律可,律可,23/08/2020,125472,cover,https://i.ytimg.com/vi/OzXPlX9KgJk/default.jpg
07/02/2022,A4rwGGrBVrg,【ON STAGE!収録】ぐるぐる・ラブストーリー(Short ver.)MV【ときのそらオリジナル楽曲】,SoraCh. ときのそらチャンネル,そら,20/08/2020,136006,original,https://i.ytimg.com/vi/A4rwGGrBVrg/default.jpg
07/02/2022,gZL4-f3jRoE,Ahoy!! 我ら宝鐘海賊団☆,宝鐘マリン - Topic,マリン,20/08/2020,16951635,original,https://i.ytimg.com/vi/gZL4-f3jRoE/default.jpg
07/02/2022,jtMq-Vra7dY,【MAD】ラミィのうた【#桃鈴ねね】,Nene Ch.桃鈴ねね,ねね,18/08/2020,244324,original,https://i.ytimg.com/vi/jtMq-Vra7dY/default.jpg
07/02/2022,axZ9LYMvrPo,【歌ってみた】MOON PRIDE / ももいろクローバーZ【朝ノ瑠璃×戌亥とこ×白上フブキ×樋口楓×宝鐘マリン】美少女戦士セーラームーンCrystal OPテーマ / SailorMoon,朝ノ姉妹ぷろじぇくと,フブキ マリン,17/08/2020,2252632,cover,https://i.ytimg.com/vi/axZ9LYMvrPo/default.jpg
07/02/2022,6aaHNvAca1k,Watame-lon head rap 🍉 (long ver.)【角巻わため/ホロライブ４期生】,Watame Ch. 角巻わため,わため,17/08/2020,406728,original,https://i.ytimg.com/vi/6aaHNvAca1k/default.jpg
07/02/2022,IixAr5W3TIc,【おちゃめ機能】ほろふぁいぶが吹っ切れた【5人で歌ってみた】,Lamy Ch. 雪花ラミィ,アロエ ねね ぼたん ポルカ,16/08/2020,1880787,cover,https://i.ytimg.com/vi/IixAr5W3TIc/default.jpg
07/02/2022,d0oDMXWMs8o,HOLOGRAM CIRCUS - 尾丸ポルカ (short ver.),Polka Ch. 尾丸ポルカ,ポルカ,16/08/2020,1210358,original,https://i.ytimg.com/vi/d0oDMXWMs8o/default.jpg
07/02/2022,m_a4CcA_oi4,【歌ってみた】Fire◎Flower covered by HOLOSTARS【律可/イヅル/アステル/シエン】,Shien Ch.影山シエン,イヅル 律可 アステル シエン,16/08/2020,257215,cover,https://i.ytimg.com/vi/m_a4CcA_oi4/default.jpg
07/02/2022,OsUybM5cJUc,【Cover】テレキャスタービーボーイ / 奏手イヅル(Kanade Izuru),Izuru Ch. 奏手イヅル,イヅル,16/08/2020,234450,cover,https://i.ytimg.com/vi/OsUybM5cJUc/default.jpg
07/02/2022,JSOXoNVTy0g,【歌ってみた】好き！雪！本気マジック,Lamy Ch. 雪花ラミィ,,15/08/2020,502658,cover,https://i.ytimg.com/vi/JSOXoNVTy0g/default.jpg
07/02/2022,UPH6rlRDPHk,【4K】気まぐれメルシィ-coverd by百鬼あやめ×カグラナナ【full dance ver】,カグラナナchannel／ななかぐら,メル あやめ,14/08/2020,1584167,cover,https://i.ytimg.com/vi/UPH6rlRDPHk/default.jpg
07/02/2022,q4O-JlmrdQA,ホロライブ言えるかな？／角巻わため【オリジナル曲】,Watame Ch. 角巻わため,わため,10/08/2020,2212865,original,https://i.ytimg.com/vi/q4O-JlmrdQA/default.jpg
07/02/2022,UXUn_ZqeM4Q,【２周年記念】ワンルームシュガーライフ／湊あくあ【歌ってみた】,Aqua Ch. 湊あくあ,あくあ,09/08/2020,2193081,cover,https://i.ytimg.com/vi/UXUn_ZqeM4Q/default.jpg
07/02/2022,7h7NuUAd7yg,【ロボ子さん】アザミナ/VTuberオリジナル楽曲アルバム第3弾「VirtuaREAL.02」,Roboco Ch. - ロボ子,ロボ子,04/08/2020,69395,original,https://i.ytimg.com/vi/7h7NuUAd7yg/default.jpg
07/02/2022,ZYakJuCAAeE,ミルクと果実のうた/Music Video【電脳少女シロ/白上フブキ/アキローゼンタール/神楽すず/燦鳥ノム】【ミルクと果実シスターズ】,燦鳥ノム - SUNTORY NOMU -,フブキ アキ,31/07/2020,248226,original,https://i.ytimg.com/vi/ZYakJuCAAeE/default.jpg
07/02/2022,Wy235rMaOnc,【AZKi 5th LIVE】青い夢【#開拓者全滅】,AZKi Channel,AZKi,31/07/2020,86838,original,https://i.ytimg.com/vi/Wy235rMaOnc/default.jpg
07/02/2022,e7VK3pne8N4,【original】Ahoy!! 我ら宝鐘海賊団☆【ホロライブ/宝鐘マリン】,Marine Ch. 宝鐘マリン,マリン,30/07/2020,13278282,original,https://i.ytimg.com/vi/e7VK3pne8N4/default.jpg
07/02/2022,88UYLWDjomE,アザミナ,Robokosan - Topic,,30/07/2020,293378,original,https://i.ytimg.com/vi/88UYLWDjomE/default.jpg
07/02/2022,5yDNEmcKQFY,D/Zeal「餞の鳥」 / ときのそら × 星街すいせい(Cover),Suisei Channel,そら すいせい,30/07/2020,1976585,cover,https://i.ytimg.com/vi/5yDNEmcKQFY/default.jpg
07/02/2022,4X-eZH87BTw,夜に駆ける / Covered by 紫咲シオン【YOASOBI】,Shion Ch. 紫咲シオン,シオン,29/07/2020,5294769,cover,https://i.ytimg.com/vi/4X-eZH87BTw/default.jpg
07/02/2022,3UV8OZj2olg,-ERROR/常闇トワ(cover),Towa Ch. 常闇トワ,トワ,26/07/2020,8035272,cover,https://i.ytimg.com/vi/3UV8OZj2olg/default.jpg
07/02/2022,ZRwvRUjk1Qs,【元気いっぱいに】そばかす(cover)【歌ってみた/ときのそら】,SoraCh. ときのそらチャンネル,そら,25/07/2020,707094,cover,https://i.ytimg.com/vi/ZRwvRUjk1Qs/default.jpg
